Symbol,Date,Open,High,Low,Close,Volume
AAB.TO,31 May 2017,0.13,0.13,0.13,0.13,20000
AAR.UN.TO,31 May 2017,6.67,6.77,6.67,6.77,713363
AAV.TO,31 May 2017,8.42,8.54,8.33,8.51,446810
ABK.A.TO,31 May 2017,68,68,68,68,0
ABK.PR.C.TO,31 May 2017,31.75,31.75,31.75,31.75,0
ABT.TO,31 May 2017,7.9,7.94,7.87,7.9,32951
ABX.TO,31 May 2017,22.2,22.58,22.05,22.34,4188366
AC.TO,31 May 2017,17.91,17.93,17.72,17.8,887217
ACD.TO,31 May 2017,8.81,8.81,8.81,8.81,0
ACO.X.TO,31 May 2017,51.19,51.19,50.44,50.95,256016
ACO.Y.TO,31 May 2017,51,51,50.5,50.5,300
ACQ.TO,31 May 2017,18.61,18.61,17.82,18.36,121530
ACR.UN.TO,31 May 2017,11.1,11.24,11.09,11.19,45145
ACZ.UN.TO,31 May 2017,11.43,11.43,11.4,11.4,1021
AD.TO,31 May 2017,19.74,19.99,19.45,19.95,286771
ADC.UN.TO,31 May 2017,6.93,6.93,6.93,6.93,0
ADN.TO,31 May 2017,18.43,18.43,18.1,18.13,10262
ADW.A.TO,31 May 2017,11,11.05,10.85,11.05,10698
ADW.B.TO,31 May 2017,11.4,11.4,11.4,11.4,0
AEF.TO,31 May 2017,8.51,8.75,8.4,8.75,29600
AEF.WT.TO,31 May 2017,1.2,1.2,1.2,1.2,1000
AEM.TO,31 May 2017,64.72,66,64.59,65.29,1251269
AEZS.TO,31 May 2017,1.46,1.48,1.36,1.47,34015
AF.TO,31 May 2017,10.8,10.8,10.8,10.8,0
AFN.TO,31 May 2017,58.33,58.36,57.75,58.16,95900
AFN.DB.A.TO,31 May 2017,110.01,110.5,110,110,175000
AFN.DB.B.TO,31 May 2017,105,105,105,105,0
AFN.DB.C.TO,31 May 2017,111,111,111,111,118000
AFN.DB.D.TO,31 May 2017,103.25,103.25,103.23,103.25,69000
AGF.B.TO,31 May 2017,6.53,6.56,6.38,6.48,153377
AGI.TO,31 May 2017,8.77,9.11,8.77,9.09,2056925
AGI.WT.TO,31 May 2017,0.18,0.18,0.18,0.18,10000
AGI.WT.A.TO,31 May 2017,2,2.26,2,2.26,6600
AGT.TO,31 May 2017,26.1,26.1,25.65,25.86,54186
AGU.TO,31 May 2017,125.98,126,124.25,124.82,534943
AHY.UN.TO,31 May 2017,7.66,7.66,7.66,7.66,0
AI.TO,31 May 2017,11.9,12,11.9,12,25600
AI.DB.TO,31 May 2017,100.5,100.51,100.5,100.51,330999
AI.DB.A.TO,31 May 2017,101.9,101.9,101.9,101.9,0
AI.DB.B.TO,31 May 2017,101,101,101,101,0
AIF.TO,31 May 2017,30.7,30.7,29.95,30.21,130003
AIM.TO,31 May 2017,2.47,2.49,2.3,2.36,4357361
AIM.PR.A.TO,31 May 2017,10.21,10.65,10.2,10.65,23215
AIM.PR.B.TO,31 May 2017,9.3,9.7,9.3,9.7,14160
AIM.PR.C.TO,31 May 2017,11.26,11.5,11.25,11.5,15541
AJX.TO,31 May 2017,0.64,0.65,0.64,0.65,42940
AKG.TO,31 May 2017,2.53,2.53,2.19,2.19,1062008
AKT.A.TO,31 May 2017,7.69,7.69,7.49,7.49,11200
AKT.B.TO,31 May 2017,8.15,8.15,8.15,8.15,0
ALA.TO,31 May 2017,30.11,30.13,29.82,30.11,745724
ALA.PR.A.TO,31 May 2017,19.52,19.52,19.38,19.5,2759
ALA.PR.B.TO,31 May 2017,19.12,19.15,19.12,19.15,719
ALA.PR.E.TO,31 May 2017,23.36,23.47,23.35,23.47,1394
ALA.PR.G.TO,31 May 2017,22.61,22.66,22.61,22.66,1564
ALA.PR.I.TO,31 May 2017,25.96,25.96,25.88,25.95,1739
ALA.PR.K.TO,31 May 2017,25.57,25.77,25.56,25.74,8158
ALA.PR.U.TO,31 May 2017,24.62,24.71,24.61,24.7,2914
ALA.R.TO,31 May 2017,29.8,29.8,29.5,29.6,120513
ALB.TO,31 May 2017,22,22,22,22,0
ALB.PR.C.TO,31 May 2017,26.21,26.21,26.21,26.21,0
ALC.TO,31 May 2017,13.02,13.02,13.02,13.02,351
ALO.TO,31 May 2017,6.2,6.35,6.16,6.24,64477
ALO.WT.TO,31 May 2017,0.2,0.2,0.2,0.2,85000
ALS.TO,31 May 2017,10.61,10.63,10.46,10.5,68346
AMI.TO,31 May 2017,1.16,1.18,1.14,1.18,91201
AMM.TO,31 May 2017,1.83,1.84,1.76,1.78,25800
ANX.TO,31 May 2017,0.07,0.07,0.07,0.07,60000
AOG.UN.TO,31 May 2017,2.69,2.69,2.69,2.69,400
AOI.TO,31 May 2017,2.05,2.05,2,2.03,119709
AP.UN.TO,31 May 2017,37.84,38.25,37.55,38.25,137833
APH.TO,31 May 2017,5.43,5.5,5.18,5.24,1190736
APR.UN.TO,31 May 2017,11.12,11.19,11.08,11.19,16411
APS.TO,31 May 2017,1.39,1.39,1.36,1.39,29885
AQA.TO,31 May 2017,0.26,0.26,0.25,0.25,65700
AQN.TO,31 May 2017,13.82,13.98,13.79,13.97,2653836
AQN.PR.A.TO,31 May 2017,22.47,22.47,22.16,22.25,1812
AQN.PR.D.TO,31 May 2017,23.4,23.4,23.35,23.35,900
AR.TO,31 May 2017,1.94,1.97,1.87,1.92,716626
ARE.TO,31 May 2017,14.99,14.99,14.65,14.74,529593
ARE.DB.B.TO,31 May 2017,102.75,102.75,102.5,102.5,54000
ARG.TO,31 May 2017,0.61,0.63,0.58,0.58,179622
ARX.TO,31 May 2017,16.85,16.9,16.64,16.87,1811945
ARZ.TO,31 May 2017,1.75,1.75,1.65,1.69,12790
ASO.TO,31 May 2017,0.04,0.05,0.04,0.04,225647
ASP.TO,31 May 2017,0.11,0.12,0.11,0.11,74500
ASR.TO,31 May 2017,1.99,2.01,1.97,1.98,969040
ATA.TO,31 May 2017,12.93,12.99,12.85,12.93,99463
ATD.A.TO,31 May 2017,62.2,63.58,62.2,63.58,1175
ATD.B.TO,31 May 2017,61.82,62.75,61.48,62.48,954284
ATH.TO,31 May 2017,1.25,1.25,1.21,1.23,570522
ATL.TO,31 May 2017,0.07,0.07,0.07,0.07,0
ATP.TO,31 May 2017,3.22,3.23,3.11,3.11,123369
ATP.DB.D.TO,31 May 2017,101.23,101.23,101.23,101.23,1000
ATP.DB.U.TO,31 May 2017,100.28,100.28,100.28,100.28,25000
ATZ.TO,31 May 2017,14.92,15.53,14.92,15.3,1218653
AUG.TO,31 May 2017,3.34,3.35,3.24,3.27,49010
AUI.UN.TO,31 May 2017,10.99,10.99,10.8,10.8,754
AUMN.TO,31 May 2017,0.72,0.79,0.72,0.79,40400
AUP.TO,31 May 2017,8.09,8.5,7.75,8.46,55678
AV.UN.TO,31 May 2017,10.61,10.61,10.6,10.6,3279
AVL.TO,31 May 2017,0.14,0.15,0.14,0.15,26500
AVO.TO,31 May 2017,14.7,14.76,14.3,14.71,177682
AVP.TO,31 May 2017,0.07,0.07,0.07,0.07,0
AW.UN.TO,31 May 2017,34.35,35.34,34.3,35.2,39726
AX.PR.A.TO,31 May 2017,21.11,21.11,21.07,21.07,1700
AX.PR.E.TO,31 May 2017,18.79,18.79,18.77,18.77,2000
AX.PR.G.TO,31 May 2017,19.91,19.91,19.9,19.9,1500
AX.PR.U.TO,31 May 2017,23.54,23.86,23.54,23.85,1825
AX.UN.TO,31 May 2017,13.13,13.14,13.01,13.11,432675
AXR.TO,31 May 2017,1.73,1.77,1.72,1.77,29389
AXY.TO,31 May 2017,5.14,5.25,5.12,5.14,16460
AYM.TO,31 May 2017,2.24,2.24,2.24,2.24,0
AZ.TO,31 May 2017,2.26,2.26,2.1,2.13,274584
AZP.PR.A.TO,31 May 2017,15.42,15.42,15.4,15.41,1825
AZP.PR.B.TO,31 May 2017,19.15,19.15,18.94,18.94,1877
AZP.PR.C.TO,31 May 2017,17.41,17.41,17.41,17.41,0
AZZ.TO,31 May 2017,0.29,0.29,0.29,0.29,0
BAD.TO,31 May 2017,23.13,23.35,22.92,23.35,209598
BAM.A.TO,31 May 2017,51.16,51.31,50.64,51.14,1291569
BAM.PF.A.TO,31 May 2017,22.11,22.16,22.04,22.12,4512
BAM.PF.B.TO,31 May 2017,21.19,21.19,21,21.05,6300
