Symbol,Date,Open,High,Low,Close,Volume
AAB.TO,17 May 2017,0.14,0.14,0.13,0.13,179900
AAR.UN.TO,17 May 2017,6.74,6.76,6.64,6.66,592377
AAV.TO,17 May 2017,8.94,8.98,8.79,8.8,447850
ABK.A.TO,17 May 2017,68,68,68,68,0
ABK.PR.C.TO,17 May 2017,32,32,32,32,0
ABT.TO,17 May 2017,7.42,7.49,7.36,7.41,55904
ABX.TO,17 May 2017,23.59,23.66,23,23.26,4735744
AC.TO,17 May 2017,16.69,16.7,16.01,16.05,2506899
ACD.TO,17 May 2017,8.91,8.91,8.83,8.83,1600
ACO.X.TO,17 May 2017,49.89,49.94,49.21,49.34,160886
ACO.Y.TO,17 May 2017,49.65,49.71,49.3,49.3,1539
ACQ.TO,17 May 2017,19.55,19.6,19.17,19.3,118364
ACR.UN.TO,17 May 2017,11.38,11.42,11.25,11.26,23201
ACZ.UN.TO,17 May 2017,11.45,11.45,11.36,11.36,7426
AD.TO,17 May 2017,20.42,20.42,19.85,19.97,188111
ADC.UN.TO,17 May 2017,6.91,6.91,6.91,6.91,3000
ADN.TO,17 May 2017,18.04,18.05,17.95,17.95,7630
ADW.A.TO,17 May 2017,11.15,11.15,11.05,11.15,6350
ADW.B.TO,17 May 2017,11.11,11.11,11.11,11.11,200
AEF.TO,17 May 2017,8.99,8.99,8.85,8.9,2579
AEF.WT.TO,17 May 2017,1.19,1.19,1.19,1.19,0
AEM.TO,17 May 2017,68.03,68.76,66.97,67.39,924641
AEZS.TO,17 May 2017,1.16,1.19,1.12,1.15,18475
AF.TO,17 May 2017,10.7,10.7,10.7,10.7,3100
AFN.TO,17 May 2017,58.72,58.78,56.81,57.27,64473
AFN.DB.A.TO,17 May 2017,110,110,108.25,108.25,50000
AFN.DB.B.TO,17 May 2017,104.5,104.5,104.5,104.5,0
AFN.DB.C.TO,17 May 2017,112,112,112,112,0
AFN.DB.D.TO,17 May 2017,104,104,103.5,103.75,219000
AGF.B.TO,17 May 2017,6.9,6.96,6.85,6.91,180177
AGI.TO,17 May 2017,9.28,9.38,9.07,9.17,1016597
AGI.WT.TO,17 May 2017,0.21,0.21,0.21,0.21,4000
AGI.WT.A.TO,17 May 2017,2.37,2.4,2.3,2.3,18022
AGT.TO,17 May 2017,25.85,25.9,25.19,25.33,101102
AGU.TO,17 May 2017,122.98,123.5,120.58,120.9,434084
AHY.UN.TO,17 May 2017,7.68,7.68,7.68,7.68,200
AI.TO,17 May 2017,11.82,11.85,11.65,11.7,43177
AI.DB.TO,17 May 2017,101,101,101,101,20999
AI.DB.A.TO,17 May 2017,101,101,101,101,0
AI.DB.B.TO,17 May 2017,100.45,100.45,100.45,100.45,0
AIF.TO,17 May 2017,30.07,30.19,29.69,29.78,86189
AIM.TO,17 May 2017,3.05,3.32,3.02,3.06,2869371
AIM.PR.A.TO,17 May 2017,10.69,10.69,10.17,10.57,19730
AIM.PR.B.TO,17 May 2017,9.55,9.66,9.38,9.55,16264
AIM.PR.C.TO,17 May 2017,12.35,12.35,11.79,12.05,42330
AJX.TO,17 May 2017,0.58,0.58,0.58,0.58,700
AKG.TO,17 May 2017,3.26,3.27,3.09,3.1,1252891
AKT.A.TO,17 May 2017,8,8,8,8,0
AKT.B.TO,17 May 2017,8.4,8.4,8.4,8.4,0
ALA.TO,17 May 2017,31.04,31.08,30.62,30.63,613833
ALA.PR.A.TO,17 May 2017,19.93,19.93,19.84,19.87,1100
ALA.PR.B.TO,17 May 2017,19.53,19.53,19.4,19.4,1000
ALA.PR.E.TO,17 May 2017,23.85,23.9,23.56,23.57,3284
ALA.PR.G.TO,17 May 2017,23.05,23.06,22.87,22.93,1700
ALA.PR.I.TO,17 May 2017,26.03,26.03,25.75,25.77,4145
ALA.PR.K.TO,17 May 2017,25.85,25.85,25.63,25.68,3600
ALA.PR.U.TO,17 May 2017,24.55,24.6,24.51,24.55,8200
ALA.R.TO,17 May 2017,30.39,30.41,29.97,29.97,190138
ALB.TO,17 May 2017,23,23,23,23,0
ALB.PR.C.TO,17 May 2017,26.47,26.47,26.47,26.47,0
ALC.TO,17 May 2017,13,13,13,13,5000
ALO.TO,17 May 2017,6.64,6.64,5.95,6.14,337337
ALO.WT.TO,17 May 2017,0.2,0.26,0.16,0.17,179171
ALS.TO,17 May 2017,11.22,11.22,10.97,11.04,74197
AMI.TO,17 May 2017,1.2,1.2,1.13,1.13,64798
AMM.TO,17 May 2017,1.86,1.91,1.78,1.83,69050
ANX.TO,17 May 2017,0.07,0.07,0.07,0.07,91010
AOG.UN.TO,17 May 2017,2.72,2.72,2.72,2.72,700
AOI.TO,17 May 2017,2.22,2.25,2.2,2.23,96267
AP.UN.TO,17 May 2017,37.62,37.73,37.33,37.48,64092
APH.TO,17 May 2017,5.98,5.98,5.75,5.8,837642
APR.UN.TO,17 May 2017,11.16,11.16,11.07,11.08,16135
APS.TO,17 May 2017,1.4,1.45,1.4,1.41,5505
AQA.TO,17 May 2017,0.25,0.25,0.25,0.25,32050
AQN.TO,17 May 2017,13.51,13.58,13.42,13.45,1208938
AQN.PR.A.TO,17 May 2017,22.41,22.41,22.4,22.4,625
AQN.PR.D.TO,17 May 2017,23.47,23.47,23.32,23.36,1900
AR.TO,17 May 2017,2.24,2.24,2.18,2.21,939291
ARE.TO,17 May 2017,15.7,15.7,15.35,15.39,340584
ARE.DB.B.TO,17 May 2017,103.5,103.57,103.5,103.57,23000
ARG.TO,17 May 2017,0.58,0.59,0.56,0.59,132900
ARX.TO,17 May 2017,17.99,18.09,17.73,17.73,824564
ARZ.TO,17 May 2017,2,2.02,1.97,2.02,15226
ASO.TO,17 May 2017,0.04,0.04,0.04,0.04,106000
ASP.TO,17 May 2017,0.12,0.13,0.12,0.12,73000
ASR.TO,17 May 2017,2.2,2.22,2.15,2.19,1593894
ATA.TO,17 May 2017,11.44,11.56,11.3,11.48,115620
