Symbol,Date,Open,High,Low,Close,Volume
AAB.TO,30 Oct 2017,0.16,0.18,0.15,0.18,219493
AAR.UN.TO,30 Oct 2017,6.68,6.72,6.67,6.67,284073
AAV.TO,30 Oct 2017,6.71,6.91,6.71,6.9,311042
ABK.A.TO,30 Oct 2017,71.7,71.7,71.7,71.7,0
ABT.TO,30 Oct 2017,8.5,8.5,8.3,8.4,87066
ABX.TO,30 Oct 2017,18.83,19.07,18.7,18.85,2355261
AC.TO,30 Oct 2017,26.2,26.28,25.37,25.46,2098236
ACB.TO,30 Oct 2017,3,3.09,2.94,3,5268135
ACB.WT.TO,30 Oct 2017,0.53,0.75,0.53,0.73,119300
ACD.TO,30 Oct 2017,8.9,9,8.9,9,1850
ACO.X.TO,30 Oct 2017,46.74,47.18,46.74,46.92,119459
ACO.Y.TO,30 Oct 2017,46.2,46.2,46.2,46.2,0
ACQ.TO,30 Oct 2017,23.82,24.23,23.46,23.76,52573
ACR.UN.TO,30 Oct 2017,11.93,11.93,11.8,11.8,49200
ACZ.UN.TO,30 Oct 2017,11.23,11.24,11.21,11.24,2300
AD.TO,30 Oct 2017,20.78,20.93,20.49,20.54,147894
ADC.UN.TO,30 Oct 2017,6.6,6.6,6.6,6.6,400
ADN.TO,30 Oct 2017,19.59,19.59,19.25,19.3,5274
ADW.A.TO,30 Oct 2017,12.4,12.4,12.25,12.29,9581
ADW.B.TO,30 Oct 2017,12.8,12.8,12.8,12.8,0
AEF.TO,30 Oct 2017,5.36,5.5,5.36,5.5,23462
AEF.WT.TO,30 Oct 2017,0.54,0.55,0.51,0.55,13700
AEM.TO,30 Oct 2017,58.39,58.69,57.95,57.98,388893
AEZS.TO,30 Oct 2017,2.43,2.45,2.4,2.4,2714
AF.TO,30 Oct 2017,9.3,9.3,9.29,9.29,200
AFN.TO,30 Oct 2017,51.3,51.81,50.82,50.94,17552
AFN.DB.A.TO,30 Oct 2017,101.5,101.5,101.5,101.5,2000
AFN.DB.B.TO,30 Oct 2017,103.49,103.5,103.49,103.5,12000
AFN.DB.C.TO,30 Oct 2017,105,105,105,105,0
AFN.DB.D.TO,30 Oct 2017,105,105.01,105,105,45000
