Symbol,Date,Open,High,Low,Close,Volume
AAB.TO,07 Dec 2017,0.17,0.17,0.16,0.16,58000
AAR.UN.TO,07 Dec 2017,6.51,6.56,6.5,6.54,630670
AAV.TO,07 Dec 2017,5.38,5.4,5.03,5.09,1354479
ABK.A.TO,07 Dec 2017,76.01,76.01,76.01,76.01,0
ABK.PR.C.TO,07 Dec 2017,31.62,31.62,31.62,31.62,0
ABT.TO,07 Dec 2017,6.68,6.78,6.61,6.75,59284
ABX.TO,07 Dec 2017,17.07,17.67,17.07,17.57,2372198
AC.TO,07 Dec 2017,24.69,25.07,24.4,24.57,931525
ACB.TO,07 Dec 2017,6.85,6.94,6.31,6.68,21301160
ACB.WT.TO,07 Dec 2017,2.96,3.15,2.7,2.96,557719
ACD.TO,07 Dec 2017,9.3,9.3,9.3,9.3,2900
ACO.X.TO,07 Dec 2017,45.2,45.96,45.2,45.9,91059
ACO.Y.TO,07 Dec 2017,45.45,45.45,45.45,45.45,0
ACQ.TO,07 Dec 2017,23.58,24.07,23.58,23.99,32627
ACR.UN.TO,07 Dec 2017,11.94,11.98,11.85,11.96,53550
ACZ.UN.TO,07 Dec 2017,11.8,11.8,11.8,11.8,0
AD.TO,07 Dec 2017,18.15,18.44,18.1,18.43,154170
ADC.UN.TO,07 Dec 2017,6.62,6.62,6.62,6.62,4700
ADN.TO,07 Dec 2017,18.9,19.01,18.9,18.9,5105
ADW.A.TO,07 Dec 2017,13.84,13.85,13.79,13.79,14600
ADW.B.TO,07 Dec 2017,14.01,14.01,14.01,14.01,0
AEF.TO,07 Dec 2017,5.76,5.8,5.6,5.7,81200
AEF.WT.TO,07 Dec 2017,0.55,0.55,0.55,0.55,0
AEM.TO,07 Dec 2017,52.36,54.43,52.36,54.21,912387
AEZS.TO,07 Dec 2017,2.75,2.86,2.72,2.76,25520
AF.TO,07 Dec 2017,16.08,16.08,16.08,16.08,550
AFN.TO,07 Dec 2017,53.29,53.7,53.02,53.49,52814
AFN.DB.A.TO,07 Dec 2017,100.75,101.5,100.54,101,4882250
AFN.DB.B.TO,07 Dec 2017,101.99,102.28,101.9,102.28,174000
AFN.DB.C.TO,07 Dec 2017,105,105,105,105,114000
AFN.DB.D.TO,07 Dec 2017,102.35,102.35,101.5,101.5,62000
AGF.B.TO,07 Dec 2017,7.9,7.93,7.83,7.9,89448
AGI.TO,07 Dec 2017,7.7,7.93,7.69,7.87,779955
AGI.WT.TO,07 Dec 2017,0.02,0.02,0.02,0.02,7000
AGI.WT.A.TO,07 Dec 2017,1.02,1.02,1.02,1.02,13000
AGT.TO,07 Dec 2017,19.26,20.69,19.26,20.47,100425
AGU.TO,07 Dec 2017,133.95,136.26,133.66,136.12,188025
AHY.UN.TO,07 Dec 2017,7.76,7.76,7.74,7.74,6700
AI.TO,07 Dec 2017,12.35,12.47,12.31,12.35,21750
AI.DB.TO,07 Dec 2017,101,101,100.3,100.32,108000
AI.DB.A.TO,07 Dec 2017,100.81,100.81,100.81,100.81,0
AI.DB.B.TO,07 Dec 2017,101.76,101.76,101.75,101.75,16000
AI.DB.C.TO,07 Dec 2017,100.25,100.3,100.25,100.3,12000
AIF.TO,07 Dec 2017,36.01,36.62,36,36.56,68213
AIM.TO,07 Dec 2017,3.64,3.66,3.45,3.54,1600272
AIM.PR.A.TO,07 Dec 2017,12,12,12,12,0
AIM.PR.B.TO,07 Dec 2017,12,12,12,12,0
AIM.PR.C.TO,07 Dec 2017,12.9,12.9,12.9,12.9,1000
AJX.TO,07 Dec 2017,0.5,0.53,0.48,0.51,46300
AKG.TO,07 Dec 2017,0.75,0.76,0.72,0.73,479206
AKT.A.TO,07 Dec 2017,7.04,7.04,7.04,7.04,200
AKT.B.TO,07 Dec 2017,7.43,7.43,7.43,7.43,0
AKU.U.TO,07 Dec 2017,3.65,3.7,3.62,3.68,34202
ALA.TO,07 Dec 2017,29.05,29.15,28.9,29.05,451814
ALA.PR.A.TO,07 Dec 2017,20.86,20.95,20.7,20.75,1544
ALA.PR.B.TO,07 Dec 2017,20.88,20.88,20.75,20.75,300
ALA.PR.E.TO,07 Dec 2017,24.69,24.7,24.66,24.7,1624
ALA.PR.G.TO,07 Dec 2017,23.95,23.95,23.95,23.95,303
ALA.PR.I.TO,07 Dec 2017,25.91,26.02,25.9,25.95,901
ALA.PR.K.TO,07 Dec 2017,25.59,25.6,25.56,25.56,3524
ALA.PR.U.TO,07 Dec 2017,25.84,25.85,25.76,25.8,5540
ALA.R.TO,07 Dec 2017,28.85,28.96,28.72,28.81,106156
ALB.TO,07 Dec 2017,27.2,27.2,27.2,27.2,275
ALB.PR.C.TO,07 Dec 2017,26.6,26.6,26.24,26.24,4262
ALC.TO,07 Dec 2017,14.37,14.6,14.37,14.6,13491
ALC.DB.A.TO,07 Dec 2017,105,105,105,105,0
ALO.TO,07 Dec 2017,3.82,3.84,3.71,3.8,140818
ALO.WT.TO,07 Dec 2017,0.03,0.03,0.03,0.03,0
ALO.WT.A.TO,07 Dec 2017,0.1,0.1,0.1,0.1,0
ALS.TO,07 Dec 2017,13.21,13.65,13.2,13.39,167084
AMI.TO,07 Dec 2017,1.78,1.79,1.78,1.79,24216
AMM.TO,07 Dec 2017,1.02,1.05,1.02,1.05,46869
ANX.TO,07 Dec 2017,0.06,0.07,0.06,0.06,140410
AOG.UN.TO,07 Dec 2017,2.42,2.42,2.41,2.41,54000
AOI.TO,07 Dec 2017,1.39,1.4,1.36,1.39,156100
AP.UN.TO,07 Dec 2017,41.94,42.22,41.62,41.91,117966
APH.TO,07 Dec 2017,13.29,13.89,12.88,13.05,4149948
APR.UN.TO,07 Dec 2017,11.03,11.03,10.92,10.94,36345
APS.TO,07 Dec 2017,2.27,2.4,2.27,2.38,28480
AQA.TO,07 Dec 2017,0.28,0.28,0.26,0.26,45138
AQN.TO,07 Dec 2017,14.14,14.26,14.07,14.2,1071545
AQN.PR.A.TO,07 Dec 2017,23.86,23.86,23.86,23.86,112
AQN.PR.D.TO,07 Dec 2017,25.21,25.23,25.21,25.21,1600
AQY.A.TO,07 Dec 2017,9.73,9.73,9.73,9.73,10000
AQY.WT.TO,07 Dec 2017,0.63,0.63,0.63,0.63,5000
AR.TO,07 Dec 2017,2.13,2.25,2.13,2.24,298540
ARE.TO,07 Dec 2017,19.65,19.79,19.65,19.79,93170
ARE.DB.B.TO,07 Dec 2017,102.27,102.27,102.27,102.27,10000
ARG.TO,07 Dec 2017,0.96,0.99,0.95,0.97,193300
ARX.TO,07 Dec 2017,14.5,14.83,14.24,14.35,1321116
ARZ.TO,07 Dec 2017,1.75,1.82,1.75,1.78,8704
ASND.TO,07 Dec 2017,0.71,0.71,0.7,0.7,4000
ASND.WT.TO,07 Dec 2017,0.25,0.25,0.25,0.25,0
ASO.TO,07 Dec 2017,0.04,0.04,0.03,0.03,76500
ASP.TO,07 Dec 2017,0.36,0.36,0.33,0.34,255258
ASR.TO,07 Dec 2017,2,2.03,1.99,2.01,414458
ATA.TO,07 Dec 2017,15.6,15.65,15.43,15.5,53646
ATD.A.TO,07 Dec 2017,66.78,66.78,66.7,66.7,7070
ATD.B.TO,07 Dec 2017,66.15,66.67,65.88,66.39,554008
